Year,MNO,RFNSA ID,Latitude,Longitude,NBIoT700,UMTS900,UMTS2100,LTE700,LTE900,LTE1800,LTE2100,LTE2300,LTE2600,NR900,NR2100,NR2300,NR3500,NR26000,Co_funded,Co_contribution_program,Round
2024,Optus,3188005,-37.93978,145.01766,Y,Y,,Y,,Y,Y,Y,Y,,,,Y,,,,
2024,Optus,3188007,-37.93224,145.02562,,,,,,Y,Y,,,,,,,,,,
2024,Optus,3189001,-37.92045063,145.0641814,Y,Y,,Y,,Y,Y,Y,Y,,,,,,,,
2024,Optus,3189002,-37.93576,145.03723,Y,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,,,
2024,Optus,3189003,-37.945769,145.067716,Y,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,,,
2024,Optus,3189009,-37.93892,145.06346,Y,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,,,
2024,Optus,3189010,-37.932623,145.034746,Y,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,,,
2024,Optus,3189015,-37.93699,145.05049,Y,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,,,
2024,Optus,3190001,-37.94716945,145.0472293,Y,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,,,
2024,Optus,3190002,-37.946566,145.02296,,Y,,,Y,,Y,,,,Y,,,,,,
2024,Optus,3191001,-37.961015,145.018259,Y,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,,,
2024,Optus,3191002,-37.945557,145.001137,Y,Y,,Y,,Y,Y,Y,Y,,Y,Y,Y,,,,
2024,Optus,3191006,-37.952111,145.005547,,Y,,Y,,Y,Y,Y,Y,,Y,Y,Y,,,,
2024,Optus,3192002,-37.95733526,145.0364434,Y,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,,,
2024,Optus,3192004,-37.96621,145.05756,Y,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,,,
2024,Optus,3192005,-37.958219,145.053164,Y,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,,,,,
2024,Optus,3192005,-37.958216,145.055326,,,,,,Y,Y,,,,,,Y,,,,
2024,Optus,3192007,-37.97289,145.06445,Y,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,,,
2024,Optus,3192008,-37.96042,145.05549,Y,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,,,
2024,Optus,3192009,-37.96619,145.04855,Y,Y,,Y,,Y,Y,,,,,,,,,,
2024,Optus,3192010,-37.95995712,145.0745606,Y,Y,,Y,,Y,Y,Y,Y,,Y,,Y,,,,
2024,Optus,3192016,-37.96577,145.08923,Y,Y,,Y,,Y,Y,,,,,,,,,,
2024,Optus,3193002,-37.97905143,145.0455192,,Y,,,,Y,Y,,,,,,,,,,
2024,Optus,3193004,-37.98417,145.02333,,Y,,,,Y,Y,,,,,,,,,,
2024,Optus,3193008,-37.96694254,145.0257262,Y,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,,,
2024,Optus,3193009,-37.98289,145.0348,Y,Y,,Y,,Y,Y,Y,Y,Y,,,Y,,,,
2024,Optus,3193012,-37.9752232,145.0160212,Y,Y,,Y,,Y,,Y,,,,,,,,,
2024,Optus,3193013,-37.975959,145.032908,Y,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,,,
2024,Optus,3193021,-37.992931,145.031038,,Y,,,,,,,,,,,,,,,
2024,Optus,3194005,-37.985157,145.063791,Y,Y,,Y,,Y,Y,Y,Y,,,,,,,,
2024,Optus,3194018,-37.9918,145.0659,,,,,,Y,Y,,Y,,Y,,Y,,,,
2024,Optus,3194019,-37.9882,145.0648,Y,,,Y,,Y,Y,,,,Y,Y,,,,,
2024,Optus,3195004,-37.99027,145.10596,Y,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,,,
2024,Optus,3195005,-38.00590504,145.0865352,Y,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,,,
2024,Optus,3195006,-38.007935,145.112314,Y,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,,,
2024,Optus,3195007,-37.983,145.07685,Y,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,,,
2024,Optus,3195008,-38.031057,145.108815,Y,Y,,Y,,Y,Y,Y,,,,,,,,,
2024,Optus,3195013,-38.0209,145.09753,,,,,,Y,Y,,,,,,,,,,
2024,Optus,3195015,-37.979283,145.090904,Y,Y,,Y,,Y,Y,Y,Y,,Y,,Y,,,,
2024,Optus,3195016,-37.992272,145.119731,Y,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,,,
2024,Optus,3195025,-37.994,145.077,,,,,,Y,Y,,,,Y,,Y,,,,
2024,Optus,3195026,-37.99427,145.07424,Y,,,Y,,Y,Y,,,,Y,Y,,,,,
2024,Optus,3195028,-37.9875,145.0771,Y,,,Y,,Y,Y,,,,Y,Y,,,,,
2024,Optus,3196002,-38.05171,145.11635,Y,Y,,Y,,Y,,Y,Y,,,,,,,,
2024,Optus,3196004,-38.03887,145.1386,Y,Y,,Y,,Y,,Y,Y,,,,,,,,
2024,Optus,3196005,-38.062512,145.119371,Y,,,Y,,Y,Y,,Y,Y,Y,Y,Y,,,,
2024,Optus,3196011,-38.03785,145.11089,,,,,,Y,Y,,Y,,Y,,,,,,
2024,Optus,3196012,-38.04428,145.11179,,,,,,Y,Y,,Y,,Y,,,,,,
2024,Optus,3197001,-38.069764,145.136062,Y,Y,,Y,,Y,,Y,,,,,,,,,
2024,Optus,3197002,-38.06422445,145.1316592,Y,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,,,
2024,Optus,3197008,-38.07983,145.12379,Y,,,Y,,Y,Y,Y,Y,,,Y,Y,,,,
2024,Optus,3198001,-38.097211,145.147297,Y,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,,,
2024,Optus,3198003,-38.10359,145.12612,Y,Y,,Y,,Y,Y,Y,,,,,,,,,
2024,Optus,3198004,-38.11855472,145.1338567,Y,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,,,
2024,Optus,3198005,-38.11803639,145.1449793,Y,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,,,
2024,Optus,3199001,-38.174607,145.14293,,Y,,Y,,Y,Y,,,,Y,,,,,,
2024,Optus,3199003,-38.1536195,145.1619157,Y,Y,,Y,,Y,Y,,,,,,,,,,
2024,Optus,3199004,-38.14248,145.12179,Y,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,,,
2024,Optus,3199005,-38.140072,145.125244,,Y,,,,Y,Y,,,,,,,,,,
2024,Optus,3199009,-38.16671,145.1085,Y,Y,,Y,,Y,,Y,,,,,,,,,
2024,Optus,3199010,-38.16387,145.13764,Y,Y,,Y,,Y,Y,Y,Y,,Y,Y,Y,,,,
2024,Optus,3199014,-38.13596,145.15526,,Y,,Y,,Y,Y,,,,,,,,,,
2024,Optus,3199015,-38.16661,145.12429,Y,Y,,Y,,Y,,Y,,,,,,,,,
2024,Optus,3199017,-38.15823158,145.1583419,Y,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,,,
2024,Optus,3199018,-38.15103,145.12837,Y,Y,,Y,,Y,Y,Y,Y,,,,,,,,
2024,Optus,3199018,-38.150845,145.128666,,Y,,,,Y,,Y,Y,,,,,,,,
2024,Optus,3199021,-38.17,145.10537,Y,Y,,Y,,Y,Y,Y,,,Y,Y,,,,,
2024,Optus,3199022,-38.151182,145.147788,Y,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,,,
2024,Optus,3199023,-38.130429,145.125764,Y,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,,,
2024,Optus,3199031,-38.14715,145.118767,Y,Y,,Y,,Y,Y,Y,Y,,Y,Y,Y,,,,
2024,Optus,3199056,-38.17707,145.15378,,,,Y,,,,,,Y,,,,,,,
2024,Optus,3200002,-38.11268,145.15921,Y,Y,,Y,,Y,Y,,,,,,,,,,
2024,Optus,3201001,-38.10430485,145.1657758,,Y,,,,,,,,,,,,,,,
2024,Optus,3201001,-38.10430537,145.165776,Y,,,Y,,Y,Y,Y,Y,Y,Y,,Y,,,,
2024,Optus,3201002,-38.10206,145.18665,Y,Y,,Y,,Y,Y,Y,,,Y,,Y,,,,
2024,Optus,3201005,-38.07566761,145.1532222,Y,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,,,
2024,Optus,3201009,-38.08892,145.18251,Y,Y,,Y,,Y,Y,Y,,,,,,,,,
2024,Optus,3202001,-37.93694,145.08938,Y,Y,,Y,,Y,,Y,,,,,,,,,
2024,Optus,3202003,-37.955021,145.091215,Y,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,,,
2024,Optus,3202006,-37.95253,145.07842,Y,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,,,
2024,Optus,3204001,-37.903561,145.034746,Y,Y,,Y,,Y,Y,Y,,,Y,,Y,,,,
2024,Optus,3204003,-37.91909,145.0408,Y,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,,,
2024,Optus,3204004,-37.905367,145.052879,Y,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,,,
2024,Optus,3204005,-37.921815,145.026041,Y,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,,,
2024,Optus,3204006,-37.911918,145.033703,Y,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,,,
2024,Optus,3205001,-37.832751,144.955396,Y,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,,,
2024,Optus,3205003,-37.82952686,144.9485097,Y,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,,,
2024,Optus,3205006,-37.83211,144.95839,,,,,,,Y,,,,,,,,,,
2024,Optus,3205009,-37.83698,144.974096,Y,Y,,Y,,Y,Y,Y,,,,,,,,,
2024,Optus,3205010,-37.829554,144.95737,Y,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,
2024,Optus,3205012,-37.831116,144.966156,Y,Y,,Y,,Y,Y,Y,Y,,,,,,,,
2024,Optus,3205013,-37.836636,144.96616,Y,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,,,
2024,Optus,3205015,-37.83357,144.9649,Y,Y,,Y,,Y,,Y,Y,,,,,,,,
2024,Optus,3205025,-37.840421,144.977979,Y,Y,,Y,,Y,Y,Y,Y,,Y,,Y,,,,
2024,Optus,3205026,-37.839234,144.958059,,Y,,,,Y,Y,,,,,,,,,,
2024,Optus,3205027,-37.836719,144.967474,Y,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,,,
2024,Optus,3205031,-37.821153,144.966697,Y,Y,,Y,,Y,Y,Y,Y,,,,,,,,
2024,Optus,3205032,-37.826386,144.966311,,Y,,,,,Y,,,,,,,,,,
2024,Optus,3205038,-37.83575,144.96038,Y,Y,,Y,,Y,Y,Y,Y,,,,,,,,
2024,Optus,3205044,-37.833296,144.971514,Y,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,,,
2024,Optus,3205051,-37.8327,144.96904,Y,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,,,
2024,Optus,3205073,-37.830753,144.957348,,,,,,Y,Y,,,,,,,,,,
2024,Optus,3206002,-37.85639,144.967043,Y,Y,,Y,,Y,Y,Y,Y,,Y,,Y,,,,
2024,Optus,3206006,-37.845392,144.962399,Y,Y,,Y,,Y,,Y,Y,,,,,,,,
2024,Optus,3206011,-37.84115,144.96593,Y,Y,,Y,,Y,Y,Y,Y,,Y,,Y,,,,
2024,Optus,3206017,-37.85021,144.95498,Y,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,,,
2024,Optus,3206042,-37.841538,144.953515,,,,,,Y,Y,,Y,,Y,,Y,,,,
2024,Optus,3206043,-37.8453,144.9506,,,,,,Y,Y,,Y,,Y,,Y,,,,
2024,Optus,3207007,-37.830277,144.912233,Y,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,
2024,Optus,3207008,-37.838657,144.938574,Y,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,,,
2024,Optus,3207009,-37.832032,144.935123,Y,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,,,
2024,Optus,3207011,-37.831368,144.944881,,Y,,,,Y,Y,,,,,,,,,,
2024,Optus,3207012,-37.8171,144.93271,Y,Y,,Y,,Y,,,Y,,,,,,,,
2024,Optus,3207013,-37.821177,144.921095,Y,Y,,Y,,Y,Y,Y,Y,,,,,,,,
2024,Optus,3207017,-37.83418,144.92383,Y,Y,,Y,,Y,Y,Y,,,,,,,,,
2024,Optus,3207019,-37.83414,144.94831,Y,Y,,Y,,Y,,Y,,,,,,,,,
2024,Optus,3207027,-37.838199,144.943019,Y,Y,,Y,,Y,Y,Y,Y,,,,,,,,
2024,Optus,3207028,-37.843802,144.943031,Y,Y,,Y,,Y,Y,Y,Y,,Y,Y,Y,,,,
2024,Optus,3207031,-37.830427,144.89939,,Y,,,,Y,Y,,,,Y,,,,,,
2024,Optus,3207032,-37.841546,144.93178,,Y,,Y,,Y,Y,,Y,,Y,Y,Y,,,,
2024,Optus,3207041,-37.840972,144.9129,Y,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,,,
2024,Optus,3207043,-37.826097,144.938256,Y,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,
2024,Optus,3211002,-37.98651,144.5149,Y,Y,,Y,,Y,Y,Y,,,Y,,Y,,,,
2024,Optus,3211004,-37.96823154,144.5627731,Y,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,,,
2024,Optus,3211006,-37.93273,144.57697,Y,Y,,Y,,Y,,Y,Y,,,,,,,,
2024,Optus,3211008,-37.962178,144.501469,Y,Y,,Y,,Y,Y,Y,Y,,,,,,,,
2024,Optus,3212001,-38.019234,144.414867,Y,Y,,Y,,Y,Y,Y,,,Y,,Y,,,,
2024,Optus,3212002,-38.028646,144.34603,Y,Y,,Y,,Y,Y,Y,,,,,,,,,
2024,Optus,3212003,-38.01832117,144.4836037,Y,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,,,
2024,Optus,3212007,-38.02744,144.43543,Y,Y,,Y,,Y,Y,Y,,,Y,,Y,,,,
2024,Optus,3212008,-38.039239,144.392921,Y,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,,,
2024,Optus,3212009,-37.90031668,144.4069707,Y,Y,,Y,,Y,,Y,,,,,,,,,
2024,Optus,3212012,-38.004809,144.492653,Y,Y,,Y,,Y,Y,Y,,,Y,,Y,,,,
2024,Optus,3212013,-38.039313,144.476392,,Y,,,,Y,Y,,,,,,,,,,
2024,Optus,3212017,-38.01652,144.37806,Y,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,,,
2024,Optus,3212018,-37.99895,144.44518,Y,Y,,Y,,Y,Y,Y,Y,,,,,,,,
2024,Optus,3214001,-38.061101,144.379432,Y,Y,,Y,,Y,Y,Y,,,Y,,Y,,,,
2024,Optus,3214002,-38.10059,144.35313,Y,Y,,Y,,Y,Y,Y,,,Y,,Y,,,,
2024,Optus,3214006,-38.08629,144.34809,,,,,,Y,Y,,,,Y,,,,,,
2024,Optus,3214010,-38.06771,144.36542,,,,,,Y,Y,,,,,,,,,,
2024,Optus,3214012,-38.09100984,144.3668597,Y,Y,,Y,,Y,Y,Y,Y,,Y,,Y,,,,
2024,Optus,3214014,-38.075334,144.355968,Y,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,,,
2024,Optus,3214017,-38.078784,144.338874,Y,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,,,,,
2024,Optus,3214020,-38.054171,144.358937,Y,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,,,
2024,Optus,3215005,-38.10175,144.33318,,Y,,,,Y,Y,,,,,,,,,,
2024,Optus,3215006,-38.10658925,144.350461,Y,Y,,Y,,Y,Y,Y,,,,,,,,,
2024,Optus,3216001,-38.14808,144.32097,Y,Y,,Y,,Y,,Y,,,,,,,,,
2024,Optus,3216002,-38.239122,144.315551,Y,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,,,
2024,Optus,3216003,-38.173661,144.300162,Y,Y,,Y,,Y,Y,Y,,,,,,,,,
2024,Optus,3216006,-38.20372,144.3418,Y,Y,,Y,,Y,,Y,,,,,,,,,
2024,Optus,3216007,-38.207811,144.265308,Y,Y,,Y,,Y,,Y,,,,,,,,,
2024,Optus,3216008,-38.19527,144.31621,Y,Y,,Y,,Y,Y,,,,,,,,,,
2024,Optus,3216009,-38.17628332,144.3424013,Y,Y,,Y,,Y,Y,Y,Y,,Y,,Y,,,,
2024,Optus,3216013,-38.20779,144.32958,Y,Y,,Y,,Y,,Y,,,,,,,,,
2024,Optus,3216014,-38.18959,144.32558,,,,,,Y,Y,,,,,,,,,,
2024,Optus,3216015,-38.18323,144.35304,Y,Y,,Y,,Y,,Y,,,,,,,,,
2024,Optus,3216017,-38.17279,144.32223,Y,Y,,Y,,Y,Y,,,,,,,,,,
2024,Optus,3216018,-38.1572,144.31411,Y,Y,,Y,,Y,Y,Y,,,,,,,,,
2024,Optus,3216024,-38.2332,144.34111,Y,,,Y,,Y,Y,,Y,Y,Y,Y,Y,,,,
2024,Optus,3216026,-38.194158,144.303097,,Y,,,,Y,,Y,Y,,,,,,,,
2024,Optus,3216027,-38.279841,144.328209,Y,Y,,Y,,Y,,Y,Y,,,,,,,,
2024,Optus,3217001,-38.19407,144.29618,Y,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,,,
2024,Optus,3217003,-38.21567,144.31037,,Y,,Y,,Y,Y,Y,,,Y,,Y,,,,
2024,Optus,3217007,-38.220867,144.371789,Y,,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,,,
2024,Optus,3217009,-38.250929,144.355403,Y,,,Y,,Y,Y,Y,Y,,Y,Y,Y,,,,
2024,Optus,3218001,-38.13671,144.31887,Y,Y,,Y,,Y,,Y,,,,,,,,,
2024,Optus,3218002,-38.134323,144.35004,Y,Y,,Y,,Y,Y,Y,Y,,Y,,Y,,,,
2024,Optus,3218004,-38.12968,144.32479,,Y,,,,Y,Y,,,,,,,,,,
2024,Optus,3218005,-38.13303,144.33824,Y,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,,,
2024,Optus,3218006,-38.142058,144.34833,Y,Y,,Y,,Y,,Y,Y,,,,,,,,
2024,Optus,3219001,-38.167101,144.383662,Y,Y,,Y,,Y,Y,,,,,,,,,,
2024,Optus,3219002,-38.17529,144.40465,Y,Y,,Y,,Y,Y,Y,,,Y,,Y,,,,
2024,Optus,3219004,-38.18433,144.37855,Y,Y,,Y,,Y,Y,Y,Y,,Y,,Y,,,,
2024,Optus,3219007,-38.16011,144.36512,Y,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,,,
2024,Optus,3219008,-38.15599,144.38631,Y,Y,,Y,,Y,,Y,,,,,,,,,
2024,Optus,3219009,-38.198925,144.390769,Y,Y,,Y,,Y,,Y,Y,,,,,,,,
2024,Optus,3220002,-38.1512,144.35667,Y,Y,,Y,,Y,,Y,Y,,,,,,,,
2024,Optus,3220006,-38.14659,144.36272,Y,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,,,,,
2024,Optus,3220007,-38.150558,144.359515,Y,Y,,Y,,Y,Y,,Y,Y,Y,Y,Y,Y,,,
2024,Optus,3220008,-38.16320996,144.3519951,Y,Y,,Y,,Y,Y,Y,,,,,,,,,
2024,Optus,3220009,-38.15325121,144.3667103,Y,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,,,
2024,Optus,3220013,-38.1534,144.34046,,,,,,Y,Y,,,,,,,,,,
2024,Optus,3220014,-38.146524,144.365141,Y,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,,,
2024,Optus,3220017,-38.15171,144.36526,,Y,,,,Y,,Y,Y,,,,,,,,
2024,Optus,3220022,-38.1201,144.337326,,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,,,
2024,Optus,3220026,-38.15115,144.3529,Y,Y,,Y,,Y,,,,,,,,,,,
2024,Optus,3220028,-38.145935,144.358985,Y,Y,,Y,,Y,Y,,Y,,,,,,,,
2024,Optus,3220038,-38.142417,144.360159,,,,,,Y,Y,,,,Y,,Y,,,,
2024,Optus,3220039,-38.143068,144.361836,,,,,,Y,Y,,,,Y,,Y,,,,
2024,Optus,3220040,-38.143998,144.363808,,,,,,Y,Y,,,,Y,,Y,Y,,,
2024,Optus,3220041,-38.145457,144.365806,,,,,,Y,Y,,,,Y,,Y,,,,
2024,Optus,3220042,-38.14634,144.367411,,,,,,Y,Y,,,,Y,,Y,Y,,,
2024,Optus,3220043,-38.146693,144.368418,,,,,,Y,Y,,,,Y,,Y,,,,
2024,Optus,3220044,-38.146922,144.371107,,,,,,Y,Y,,,,Y,,Y,,,,
2024,Optus,3220045,-38.14752,144.373746,,,,,,Y,Y,,,,Y,,Y,,,,
2024,Optus,3221004,-38.63987,143.88482,Y,Y,,Y,Y,Y,,,,,,,,,,,
2024,Optus,3221009,-38.17148,144.4287,Y,Y,,Y,,Y,Y,Y,,,,,,,,,
2024,Optus,3221010,-37.974,144.352,Y,Y,,Y,,Y,,Y,Y,,,,,,,,
2024,Optus,3221011,-38.22705,144.50116,Y,Y,,Y,,Y,,Y,,,,,,,,,
2024,Optus,3221013,-38.09273,144.32172,Y,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,,,
2024,Optus,3221023,-38.07978,144.32724,Y,Y,,Y,,Y,Y,Y,,,,,,,,,
2024,Optus,3221026,-38.10643,144.31903,Y,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,,,
2024,Optus,3221029,-38.124271,144.23517,Y,Y,,Y,,Y,,Y,,,,,,,,,
2024,Optus,3221030,-38.077356,144.269284,Y,,,Y,,Y,Y,Y,,Y,Y,,Y,,,,
2024,Optus,3221031,-38.146,144.29388,Y,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,,,
2024,Optus,3222001,-38.18659,144.56238,Y,,,Y,,Y,Y,Y,Y,Y,Y,,Y,,,,
2024,Optus,3222002,-38.17281,144.57411,Y,Y,,Y,,Y,Y,Y,,,Y,,Y,,,,
2024,Optus,3222004,-38.16344,144.60382,Y,Y,,Y,,Y,,Y,,,,,,,,,
2024,Optus,3222006,-38.244958,144.605438,Y,Y,,Y,,Y,Y,Y,,,Y,,Y,,,,
2024,Optus,3222007,-38.15419,144.56227,Y,Y,,Y,,Y,Y,Y,,,Y,,Y,,,,
2024,Optus,3223001,-38.12448,144.64233,Y,Y,,Y,,Y,Y,Y,Y,,,,,,,,
2024,Optus,3223002,-38.16686269,144.7024093,Y,Y,,Y,,Y,,Y,,,,,,,,,
2024,Optus,3223004,-38.11529,144.65386,,,,,,Y,Y,,Y,,Y,,,,,,
2024,Optus,3223006,-38.135698,144.691913,Y,Y,,Y,,Y,,Y,Y,,,,,,,,
2024,Optus,3223008,-38.16871,144.65596,Y,,,Y,,Y,Y,Y,,,Y,,,,,,
2024,Optus,3223010,-38.11475,144.65155,,,,,,Y,Y,,Y,,Y,,,,,,
2024,Optus,3223011,-38.123462,144.658077,Y,,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,,,
2024,Optus,3224001,-38.19538,144.47687,Y,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,,,
2024,Optus,3224004,-38.17558,144.47113,Y,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,,,
2024,Optus,3224007,-38.18444,144.45468,Y,,,Y,,Y,Y,,Y,Y,Y,Y,Y,,,,
2024,Optus,3225002,-38.280249,144.599041,Y,Y,,Y,,Y,,Y,,,,,,,,,
2024,Optus,3225004,-38.27314,144.65657,Y,Y,,Y,,Y,,Y,,,,,,,,,
2024,Optus,3226001,-38.25338,144.53839,Y,Y,,Y,,Y,Y,Y,Y,,Y,,Y,,,,
2024,Optus,3226007,-38.26712,144.52426,Y,Y,,Y,,Y,Y,Y,Y,,,,,,,,
2024,Optus,3227001,-38.26578575,144.4788082,Y,Y,,Y,,Y,Y,Y,,,Y,,Y,,,,
2024,Optus,3227003,-38.27638,144.48771,Y,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,,,
2024,Optus,3227006,-38.28133,144.41508,Y,,,Y,,Y,Y,,,,Y,Y,,,,,
2024,Optus,3228001,-38.33846,144.2906,Y,Y,,Y,,Y,,Y,,,,,,,,,
2024,Optus,3228002,-38.370032,144.205843,Y,Y,,Y,,Y,,Y,,,,,,,,,
2024,Optus,3228006,-38.30041,144.31668,Y,Y,,Y,,Y,,Y,Y,,,,,,,,
2024,Optus,3228007,-38.29689,144.35125,Y,Y,,Y,Y,Y,Y,Y,,,,,,,,,
2024,Optus,3228011,-38.32702,144.31374,Y,Y,,Y,Y,Y,Y,Y,Y,,,,,,,,
2024,Optus,3230001,-38.398446,144.201017,Y,Y,,Y,,Y,Y,Y,Y,,Y,,Y,,,,
2024,Optus,3230003,-38.413287,144.163425,Y,Y,,Y,,Y,Y,Y,Y,,Y,,Y,,,,
2024,Optus,3231001,-38.468,144.10447,,Y,,,Y,,,,,,,,,,,,
2024,Optus,3231002,-38.45843,144.089206,Y,Y,,Y,,Y,,Y,Y,,,,,,,,
2024,Optus,3232001,-38.55099908,143.9798253,Y,Y,,Y,,Y,Y,Y,Y,,,,,,,,
2024,Optus,3232003,-38.54758,143.859564,Y,Y,,Y,,Y,,,,,,,,,,,
2024,Optus,3232006,-38.52306,143.97324,Y,Y,,Y,Y,Y,,,Y,,,,,,,,
2024,Optus,3232007,-38.5404,143.96712,Y,,,Y,,Y,Y,Y,Y,,Y,,,,,,
2024,Optus,3233001,-38.7808,143.65288,Y,Y,,Y,,Y,Y,,Y,,,,,,,,
2024,Optus,3233003,-38.756491,143.667296,Y,Y,,Y,,Y,Y,,Y,,,,,,,,
2024,Optus,3235001,-38.00848,145.27053,Y,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,,,
2024,Optus,3236002,-38.504022,143.71134,Y,Y,,Y,,,,,Y,,,,,,,,
2024,Optus,3237004,-38.63297,143.56419,Y,Y,,Y,,,,,,,,,,,,,
2024,Optus,3237005,-38.736878,143.291322,Y,Y,,Y,,Y,Y,,,,,,,,,,
2024,Optus,3238005,-38.673254,143.407281,Y,Y,,Y,,,,,,,,,,,,,
2024,Optus,3239001,-38.233497,143.791596,Y,Y,,Y,Y,,,,,,,,,,,,
2024,Optus,3240001,-38.199094,144.165977,,Y,,Y,,Y,Y,,,,Y,,Y,,,,
2024,Optus,3241004,-38.24034,143.99881,Y,Y,,Y,,Y,Y,,Y,Y,Y,Y,,,,,
2024,Optus,3241005,-38.353191,144.054088,Y,Y,,Y,,,,Y,Y,,,,,,,,
2024,Optus,3243001,-38.32653,143.68327,Y,Y,,Y,,,,,,,,,,,,,
2024,Optus,3249003,-38.34958,143.39802,Y,Y,,Y,,,,,,,,,,,,,
2024,Optus,3250001,-38.339178,143.586737,Y,Y,,Y,Y,Y,,,,,,,,,,,
2024,Optus,3250003,-38.339478,143.604319,Y,Y,,Y,,Y,Y,,Y,Y,Y,,Y,,,,
2024,Optus,3260001,-38.235303,143.116387,Y,Y,,Y,,Y,Y,,Y,,,,,,,,
2024,Optus,3260002,-38.31384,143.28756,Y,Y,,Y,,,,,,,,,,,,,
2024,Optus,3260006,-38.22177,143.17699,Y,Y,,Y,Y,,,,,,,,,,,,
2024,Optus,3264001,-38.313022,142.925686,Y,Y,,Y,,,,,,,,,,,,,
